Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
1,1217,-1089.5000000000025,-1182.7999999999884,-1198.5999999999892,-1172.199999999989,-1161.7999999999952,-1216.7999999999945,-7021.69999999996
2,919,-816.1000000000003,-857.6000000000013,-872.1999999999991,-863.0000000000025,-859.3000000000061,-885.1000000000035,-5153.300000000014
3,862,-699.5000000000044,-800.8000000000009,-803.2999999999998,-805.6999999999988,-793.3000000000018,-824.7000000000065,-4727.300000000012
4,783,-685.9000000000054,-716.0999999999975,-751.6000000000039,-743.6999999999991,-727.9000000000033,-763.9000000000052,-4389.100000000014
5,1110,-1049.000000000005,-1076.300000000003,-1086.7999999999995,-1081.5000000000007,-1092.1000000000067,-1107.2000000000044,-6492.90000000002
6,757,-643.6000000000032,-706.7000000000003,-716.7000000000029,-694.7999999999987,-700.9000000000065,-736.0000000000036,-4198.700000000015
7,818,-671.099999999997,-782.5000000000019,-764.3999999999984,-737.1999999999936,-762.2000000000048,-806.1000000000058,-4523.500000000002
8,886,-771.6999999999982,-849.5999999999999,-834.0999999999976,-822.5999999999975,-831.4000000000032,-854.0000000000031,-4963.4
9,912,-786.5000000000034,-830.5999999999947,-871.1000000000005,-861.9999999999966,-854.3000000000025,-876.7000000000046,-5081.200000000003
11,971,-841.8000000000089,-933.7000000000024,-932.1000000000012,-931.9000000000029,-897.3000000000047,-952.300000000007,-5489.100000000028
12,1086,-955.099999999995,-1088.0000000000023,-1049.400000000001,-1040.8999999999976,-1066.3000000000036,-1078.3000000000002,-6278.0
13,724,-603.9000000000055,-685.7000000000013,-676.000000000001,-670.400000000002,-665.2000000000052,-674.600000000005,-3975.8000000000197
14,966,-851.0000000000073,-914.3000000000002,-914.5999999999993,-931.6000000000004,-886.2000000000025,-952.4000000000091,-5450.100000000019
15,777,-653.2999999999994,-727.4999999999981,-742.8999999999986,-735.3999999999984,-719.4000000000035,-752.3000000000042,-4330.800000000002
16,807,-686.1000000000054,-760.9999999999995,-751.1999999999978,-741.8999999999976,-731.4000000000043,-785.7000000000044,-4457.300000000009
17,743,-656.8000000000077,-706.5000000000047,-705.6999999999997,-699.2000000000007,-666.2000000000028,-715.9000000000062,-4150.300000000022
18,1108,-1020.400000000008,-1076.1000000000001,-1071.0999999999958,-1083.4999999999977,-1088.600000000003,-1091.0000000000055,-6430.700000000011
19,714,-571.6000000000014,-660.4000000000025,-654.6999999999972,-658.3999999999978,-649.5000000000034,-671.2000000000021,-3865.8000000000043
21,938,-820.8000000000061,-889.0000000000019,-898.9000000000021,-873.5999999999995,-873.8000000000039,-930.700000000011,-5286.800000000024
22,805,-663.5000000000023,-731.4999999999972,-742.5999999999975,-743.0999999999971,-720.5000000000014,-762.0000000000053,-4363.200000000001
23,857,-709.900000000002,-785.799999999997,-804.799999999997,-780.9999999999955,-792.5000000000013,-817.9000000000018,-4691.899999999994
24,733,-593.1000000000025,-662.4999999999975,-683.2999999999977,-667.9999999999964,-665.4000000000021,-700.300000000006,-3972.6000000000026
25,901,-765.0000000000008,-822.1999999999962,-858.6000000000003,-832.0999999999971,-837.6000000000046,-879.200000000008,-4994.700000000007
26,864,-755.4000000000029,-782.3999999999976,-820.7000000000011,-806.6999999999987,-793.8000000000048,-822.8000000000044,-4781.80000000001
27,678,-535.5000000000013,-613.2999999999995,-617.8999999999992,-593.7999999999955,-580.6999999999992,-588.4000000000016,-3529.5999999999963
28,574,-439.9000000000034,-507.70000000000186,-515.300000000001,-486.39999999999844,-496.4000000000048,-500.6000000000025,-2946.300000000012
29,579,-441.80000000000103,-508.29999999999933,-519.7999999999989,-515.7,-488.70000000000107,-503.7000000000035,-2978.0000000000036
31,457,-359.00000000000284,-383.59999999999843,-410.0000000000022,-398.50000000000165,-375.1000000000032,-405.40000000000316,-2331.6000000000117
32,548,-392.0000000000016,-466.4000000000003,-482.7999999999977,-458.19999999999897,-448.70000000000095,-469.90000000000225,-2718.000000000002
33,540,-405.60000000000304,-469.4000000000019,-480.7999999999995,-464.69999999999783,-455.70000000000067,-473.9000000000037,-2750.1000000000067
34,553,-409.1000000000024,-464.89999999999884,-472.1999999999964,-471.00000000000074,-455.00000000000273,-476.0000000000049,-2748.2000000000057
35,525,-382.7000000000022,-455.19999999999965,-467.59999999999775,-438.7999999999981,-444.80000000000064,-454.8000000000031,-2643.9000000000015
36,530,-397.20000000000385,-458.9000000000022,-454.5999999999999,-440.4999999999975,-431.80000000000297,-467.70000000000346,-2650.70000000001
37,528,-385.30000000000234,-444.999999999998,-455.49999999999625,-460.29999999999865,-453.199999999999,-470.7000000000013,-2669.9999999999955
38,447,-341.70000000000175,-377.8000000000002,-394.3000000000003,-379.59999999999997,-351.4000000000011,-371.0000000000031,-2215.8000000000065
39,521,-381.9000000000024,-437.8999999999985,-448.79999999999865,-436.3999999999979,-436.9000000000028,-473.9000000000021,-2615.800000000002
41,511,-377.0000000000023,-450.20000000000033,-451.60000000000036,-443.50000000000017,-426.0000000000006,-457.30000000000194,-2605.600000000006
42,544,-410.30000000000257,-469.4999999999997,-478.79999999999836,-478.20000000000095,-446.9000000000024,-483.5000000000032,-2767.200000000007
43,519,-397.0000000000036,-448.6000000000006,-452.79999999999706,-435.39999999999725,-444.70000000000255,-457.5000000000032,-2636.000000000004
44,564,-421.50000000000324,-493.20000000000203,-485.7999999999963,-480.7000000000001,-459.0000000000032,-504.200000000003,-2844.400000000008
45,513,-385.90000000000316,-432.5999999999994,-442.6999999999979,-428.8999999999995,-414.4999999999999,-437.7000000000034,-2542.3000000000034
46,505,-381.30000000000297,-432.50000000000006,-443.1000000000013,-429.29999999999825,-421.4000000000032,-452.3000000000032,-2559.900000000009
47,443,-321.40000000000214,-384.6000000000005,-394.10000000000196,-372.3999999999997,-357.00000000000125,-381.40000000000146,-2210.900000000007
48,510,-390.4000000000024,-428.6999999999997,-450.49999999999704,-428.6999999999994,-419.40000000000106,-427.30000000000354,-2545.000000000003
49,464,-352.9000000000025,-405.9000000000024,-410.4999999999999,-389.6999999999997,-386.6000000000035,-405.400000000002,-2351.00000000001
51,557,-429.80000000000393,-476.09999999999917,-482.59999999999656,-474.5999999999998,-479.2000000000038,-491.40000000000276,-2833.700000000006
52,466,-353.00000000000273,-410.60000000000304,-419.9000000000023,-390.1999999999984,-388.20000000000346,-406.1000000000033,-2368.0000000000136
53,508,-396.70000000000414,-436.500000000001,-436.8999999999975,-436.0000000000006,-393.5000000000012,-441.4000000000036,-2541.000000000008
54,504,-368.1000000000033,-438.50000000000296,-432.4999999999988,-417.7999999999978,-416.0000000000029,-436.80000000000183,-2509.7000000000075
55,483,-355.0000000000021,-406.29999999999933,-426.3999999999993,-403.69999999999925,-398.20000000000084,-409.90000000000305,-2399.5000000000036
56,504,-389.4000000000038,-447.9000000000029,-432.79999999999745,-435.5999999999998,-426.60000000000247,-453.7000000000012,-2586.0000000000077
57,597,-461.9000000000033,-532.9000000000017,-550.4000000000011,-516.8000000000002,-521.9000000000033,-511.5000000000055,-3095.400000000015
58,583,-434.00000000000256,-503.7999999999992,-509.9999999999997,-479.4999999999954,-489.2999999999985,-523.8000000000027,-2940.399999999998
59,500,-359.10000000000224,-425.9000000000002,-421.0999999999994,-426.00000000000085,-396.4000000000011,-426.10000000000326,-2454.600000000007
61,468,-360.4000000000024,-402.7000000000002,-399.7999999999971,-409.70000000000147,-399.30000000000217,-431.2000000000019,-2403.1000000000054
