Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Total
1,589,-436.80000000000155,-497.19999999999715,-519.1999999999989,-484.7999999999965,-499.00000000000114,-502.30000000000325,-2939.299999999999
2,501,-376.10000000000315,-426.4000000000009,-416.299999999998,-410.9999999999977,-408.0000000000038,-432.4000000000013,-2470.200000000005
3,605,-453.1000000000022,-529.2999999999987,-531.4999999999987,-513.9999999999975,-524.6000000000034,-551.7000000000044,-3104.200000000005
4,482,-354.3000000000012,-419.499999999999,-425.7999999999985,-417.1000000000013,-417.30000000000314,-416.60000000000144,-2450.6000000000045
5,541,-412.4000000000028,-463.1999999999982,-476.4999999999986,-465.5999999999993,-471.2000000000006,-475.9000000000034,-2764.800000000003
6,555,-399.80000000000246,-464.7999999999977,-478.2999999999969,-453.5999999999963,-460.99999999999864,-478.20000000000186,-2735.6999999999935
7,593,-490.5000000000049,-507.7999999999971,-540.2000000000013,-497.5999999999954,-498.400000000001,-504.8000000000042,-3039.300000000004
8,646,-498.10000000000434,-572.2999999999975,-599.9000000000028,-555.6999999999967,-574.5000000000033,-574.4000000000044,-3374.9000000000087
9,652,-484.8000000000041,-568.0000000000011,-589.5000000000006,-567.7000000000002,-560.5000000000053,-582.2000000000036,-3352.700000000015
11,527,-360.50000000000034,-434.19999999999715,-461.20000000000005,-433.59999999999735,-408.79999999999967,-424.6000000000033,-2522.899999999998
12,492,-338.8000000000021,-397.4999999999976,-415.89999999999816,-397.69999999999817,-371.4999999999986,-405.50000000000097,-2326.899999999996
13,469,-332.90000000000293,-383.3999999999985,-399.9999999999976,-381.69999999999817,-361.7999999999992,-384.7000000000015,-2244.499999999998
14,484,-330.1000000000016,-386.8999999999979,-417.09999999999775,-387.49999999999744,-363.29999999999956,-376.6000000000022,-2261.4999999999964
15,467,-360.3000000000033,-398.6000000000001,-406.8999999999992,-391.79999999999905,-376.59999999999985,-396.9000000000011,-2331.1000000000026
16,494,-340.200000000002,-399.29999999999734,-421.8999999999989,-398.8999999999976,-380.099999999999,-399.40000000000276,-2339.7999999999975
