Episode,Steps,Agent0,Agent1,Agent2,Agent3,Agent4,Agent5,Agent6,Agent7,Agent8,Agent9,Agent10,Agent11,Total
1,301,-249.19999999999996,-245.59999999999977,-236.89999999999995,-244.39999999999995,-240.1000000000001,-242.8999999999999,-235.40000000000018,-225.4000000000004,-244.39999999999978,-231.00000000000014,-253.19999999999948,-250.69999999999965,-2899.199999999999
2,279,-231.29999999999993,-227.69999999999982,-222.4999999999998,-226.69999999999993,-215.59999999999988,-224.39999999999984,-219.8000000000002,-208.99999999999994,-200.60000000000005,-218.4000000000001,-226.09999999999965,-207.3999999999995,-2629.4999999999986
3,348,-297.19999999999993,-287.79999999999984,-290.49999999999966,-291.29999999999984,-287.2000000000003,-289.5999999999995,-284.4999999999992,-271.2000000000001,-281.1999999999999,-282.99999999999955,-295.20000000000033,-294.00000000000034,-3452.6999999999985
4,307,-267.1999999999995,-259.69999999999976,-250.69999999999948,-256.69999999999993,-254.90000000000003,-259.49999999999983,-252.29999999999973,-242.90000000000003,-249.19999999999973,-251.19999999999982,-237.69999999999922,-239.69999999999925,-3021.6999999999966
5,281,-239.49999999999986,-236.9999999999999,-230.1999999999998,-237.19999999999987,-236.3999999999999,-223.9999999999998,-228.20000000000027,-220.7000000000003,-201.00000000000009,-234.30000000000018,-232.19999999999962,-208.49999999999935,-2729.1999999999994
6,272,-226.49999999999994,-222.39999999999975,-218.39999999999998,-221.29999999999993,-217.99999999999997,-210.29999999999993,-216.10000000000008,-210.7999999999999,-206.5999999999999,-213.60000000000008,-217.09999999999974,-208.29999999999987,-2589.399999999999
7,307,-258.89999999999964,-252.59999999999994,-250.69999999999987,-252.99999999999991,-247.09999999999997,-236.8999999999996,-245.1000000000002,-232.70000000000036,-241.49999999999963,-251.6999999999999,-221.79999999999916,-240.79999999999941,-2932.7999999999975
8,323,-284.39999999999947,-274.89999999999975,-270.99999999999983,-273.29999999999984,-266.09999999999985,-258.0999999999998,-266.9999999999998,-268.29999999999956,-248.1999999999997,-265.49999999999955,-266.4999999999994,-253.6999999999992,-3196.9999999999964
9,333,-282.2000000000002,-276.0999999999999,-270.5999999999999,-275.9000000000001,-273.49999999999983,-266.1999999999997,-266.8000000000002,-266.29999999999956,-258.69999999999993,-264.0999999999997,-273.1999999999999,-269.9999999999999,-3243.5999999999985
11,314,-257.6999999999999,-254.99999999999977,-250.29999999999978,-252.99999999999991,-250.39999999999992,-253.6999999999998,-250.0,-243.39999999999984,-243.99999999999997,-249.79999999999976,-258.3999999999993,-251.2999999999992,-3016.999999999997
12,234,-188.99999999999994,-186.69999999999982,-184.2,-189.99999999999986,-172.90000000000012,-185.09999999999988,-182.1000000000002,-176.10000000000022,-178.50000000000003,-185.50000000000006,-190.19999999999962,-175.1,-2195.3999999999996
13,287,-238.39999999999995,-235.3999999999999,-220.2999999999999,-234.7,-231.80000000000007,-223.3999999999999,-225.90000000000012,-214.50000000000028,-217.70000000000013,-239.69999999999985,-221.49999999999972,-189.00000000000003,-2692.2999999999997
14,298,-245.09999999999997,-237.8999999999998,-230.69999999999996,-238.89999999999992,-229.40000000000006,-234.39999999999992,-234.7000000000002,-219.2000000000003,-218.0000000000004,-229.8000000000002,-247.4999999999995,-221.49999999999977,-2787.1000000000004
15,290,-242.89999999999978,-233.5999999999999,-234.1999999999998,-233.7999999999999,-229.5999999999997,-227.99999999999991,-228.30000000000027,-224.90000000000057,-206.20000000000002,-237.30000000000013,-231.5999999999995,-208.1999999999993,-2738.5999999999985
16,275,-224.7999999999998,-219.99999999999991,-218.89999999999998,-220.29999999999995,-216.4000000000001,-205.29999999999978,-208.00000000000043,-204.00000000000017,-196.00000000000023,-214.9000000000002,-205.19999999999953,-196.59999999999962,-2530.399999999999
17,278,-230.49999999999983,-228.29999999999978,-222.19999999999987,-226.59999999999997,-224.29999999999973,-226.39999999999984,-213.7000000000005,-193.4000000000005,-216.79999999999998,-222.20000000000007,-226.79999999999973,-187.29999999999993,-2618.4999999999995
18,284,-237.29999999999976,-223.19999999999985,-225.99999999999994,-231.1,-231.99999999999972,-228.29999999999987,-226.3000000000001,-213.40000000000035,-221.70000000000027,-219.80000000000015,-231.69999999999962,-193.69999999999945,-2684.499999999999
19,256,-213.09999999999974,-208.5999999999998,-205.79999999999993,-206.29999999999995,-199.00000000000009,-194.4999999999999,-199.9000000000002,-193.00000000000028,-185.20000000000033,-195.99999999999972,-204.29999999999956,-189.39999999999966,-2395.099999999999
21,337,-290.0999999999998,-282.7999999999998,-275.19999999999993,-283.10000000000025,-279.9000000000002,-279.9999999999999,-278.0999999999998,-257.2999999999999,-257.2000000000001,-291.0000000000005,-268.89999999999947,-260.89999999999907,-3304.499999999999
22,315,-257.1999999999998,-252.09999999999985,-245.09999999999988,-249.2999999999999,-249.59999999999985,-250.09999999999985,-232.90000000000035,-235.80000000000032,-242.10000000000028,-245.09999999999994,-253.8999999999996,-254.3999999999996,-2967.5999999999995
23,301,-252.39999999999986,-240.89999999999978,-238.59999999999985,-241.19999999999985,-237.69999999999982,-238.4999999999998,-233.80000000000024,-228.90000000000015,-235.10000000000005,-239.60000000000002,-250.19999999999948,-233.7999999999999,-2870.699999999998
24,296,-245.8999999999997,-237.69999999999987,-234.69999999999993,-235.3999999999999,-229.00000000000026,-237.2999999999998,-227.0000000000002,-221.50000000000023,-230.40000000000018,-232.10000000000008,-222.19999999999962,-215.69999999999948,-2768.899999999999
25,288,-238.1,-230.8999999999998,-211.0999999999997,-232.99999999999986,-220.39999999999995,-223.99999999999994,-225.1000000000002,-222.99999999999943,-198.30000000000018,-225.49999999999994,-224.89999999999947,-206.79999999999967,-2661.0999999999985
26,324,-275.0999999999997,-267.79999999999995,-264.5999999999999,-267.4999999999998,-260.7000000000003,-253.09999999999968,-266.8999999999998,-259.0999999999997,-232.29999999999964,-265.9999999999999,-255.89999999999938,-238.69999999999933,-3107.699999999997
27,311,-250.1999999999999,-248.69999999999987,-238.09999999999994,-247.89999999999995,-243.19999999999982,-241.8999999999997,-239.80000000000055,-214.80000000000044,-225.6000000000004,-236.40000000000023,-240.4999999999996,-225.49999999999986,-2852.6000000000004
28,273,-220.39999999999992,-212.7999999999998,-204.4999999999999,-215.59999999999997,-210.4,-205.29999999999987,-203.6000000000006,-200.20000000000022,-196.60000000000036,-212.09999999999994,-213.99999999999935,-168.1999999999996,-2463.7
29,392,-339.7000000000001,-331.29999999999995,-329.79999999999995,-332.8000000000002,-329.30000000000035,-330.6000000000002,-327.6,-315.4000000000002,-320.30000000000035,-334.29999999999995,-321.49999999999994,-335.20000000000095,-3947.800000000002
